y,x
0.0,0.0
0.0,0.0255
0.0,0.051
0.0,0.0765
0.0,0.102
0.0,0.1275
0.0,0.153
0.0,0.1785
0.0,0.204
0.0,0.22949999999999998
0.0,0.255
0.0,0.28049999999999997
0.0,0.306
0.0,0.33149999999999996
0.0,0.357
0.0,0.38249999999999995
0.0,0.408
0.0,0.4335
0.0,0.45899999999999996
0.0,0.4845
0.0,0.51
0.0,0.5355
0.0,0.5609999999999999
0.0,0.5864999999999999
0.0,0.612
0.0,0.6375
0.0,0.6629999999999999
0.0,0.6885
0.0,0.714
0.0,0.7394999999999999
0.0,0.7649999999999999
0.0,0.7905
0.0,0.816
0.0,0.8414999999999999
0.0,0.867
0.0,0.8925
0.0,0.9179999999999999
0.0,0.9434999999999999
0.0,0.969
0.0,0.9944999999999999
0.0,1.02
0.0,1.0454999999999999
0.0,1.071
0.0,1.0965
0.0,1.1219999999999999
0.0,1.1475
0.0,1.1729999999999998
0.0,1.1985
0.0,1.224
0.0,1.2494999999999998
0.0,1.275
0.0,1.3005
0.0,1.3259999999999998
0.0,1.3515
0.0,1.377
0.0,1.4024999999999999
0.0,1.428
0.0,1.4535
0.0,1.4789999999999999
0.0,1.5045
0.0,1.5299999999999998
0.0,1.5554999999999999
0.0,1.581
0.0,1.6064999999999998
0.0,1.632
0.0,1.6575
0.0,1.6829999999999998
0.0,1.7085
0.0,1.734
0.0,1.7594999999999998
0.0,1.785
0.0,1.8104999999999998
0.0,1.8359999999999999
0.0,1.8615
0.0,1.8869999999999998
0.0,1.9124999999999999
0.0,1.938
0.0,1.9634999999999998
0.0,1.9889999999999999
0.0,2.0145
0.0,2.04
0.0,2.0654999999999997
0.0,2.0909999999999997
0.0,2.1165
0.0,2.142
0.0,2.1675
0.0,2.193
0.0,2.2184999999999997
0.0,2.2439999999999998
0.0,2.2695
0.0,2.295
0.0,2.3205
0.0,2.3459999999999996
0.0,2.3714999999999997
0.0,2.397
0.0,2.4225
0.0,2.448
0.0,2.4735
0.0,2.4989999999999997
0.0,2.5244999999999997
0.0,2.55
0.0,2.5755
0.0,2.601
0.0,2.6264999999999996
0.0,2.6519999999999997
0.0,2.6774999999999998
0.0,2.703
0.0,2.7285
0.0,2.754
0.0,2.7794999999999996
0.0,2.8049999999999997
0.0,2.8305
0.0,2.856
0.0,2.8815
0.0,2.907
0.0,2.9324999999999997
0.0,2.9579999999999997
0.0,2.9835
0.0,3.009
0.0,3.0345
0.0,3.0599999999999996
0.0,3.0854999999999997
0.0,3.1109999999999998
0.0,3.1365
0.0,3.162
0.0,3.1875
0.0,3.2129999999999996
0.0,3.2384999999999997
0.0,3.264
0.0,3.2895
0.0,3.315
0.0,3.3404999999999996
0.0,3.3659999999999997
0.0,3.3914999999999997
0.0,3.417
0.0,3.4425
0.0,3.468
0.0,3.4934999999999996
0.0,3.5189999999999997
0.0,3.5444999999999998
0.0,3.57
0.0,3.5955
0.0,3.6209999999999996
0.0,3.6464999999999996
0.0,3.6719999999999997
0.0,3.6975
0.0,3.723
0.0,3.7485
0.0,3.7739999999999996
0.0,3.7994999999999997
0.0,3.8249999999999997
0.0,3.8505
0.0,3.876
0.0,3.9015
0.0,3.9269999999999996
0.0,3.9524999999999997
0.0,3.9779999999999998
0.0,4.0035
0.0,4.029
0.0,4.0545
0.0,4.08
0.0,4.1055
0.0,4.130999999999999
0.0,4.156499999999999
0.0,4.1819999999999995
0.0,4.2075
0.0,4.233
0.0,4.2585
0.0,4.284
0.0,4.3095
0.0,4.335
0.0,4.3605
0.0,4.386
0.0,4.411499999999999
0.0,4.436999999999999
0.0,4.4624999999999995
0.0,4.4879999999999995
0.0,4.5135
0.0,4.539
0.0,4.5645
0.0,4.59
0.0,4.6155
0.0,4.641
0.0,4.6665
0.0,4.691999999999999
0.0,4.717499999999999
0.0,4.742999999999999
0.0,4.7684999999999995
0.0,4.794
0.0,4.8195
0.0,4.845
0.0,4.8705
0.0,4.896
0.0,4.9215
0.0,4.947
0.0,4.972499999999999
0.0,4.997999999999999
0.0,5.023499999999999
0.0,5.0489999999999995
0.0,5.0745
0.0,5.1
0.0,5.1255
0.0,5.151
0.0,5.1765
0.0,5.202
0.0,5.2275
0.0,5.252999999999999
0.0,5.278499999999999
0.0,5.303999999999999
0.0,5.3294999999999995
0.0,5.3549999999999995
0.0,5.3805
0.0,5.406
0.0,5.4315
0.0,5.457
0.0,5.4825
0.0,5.508
0.0,5.5335
0.0,5.558999999999999
0.0,5.584499999999999
0.0,5.609999999999999
0.0,5.6354999999999995
0.0,5.661
0.0,5.6865
0.0,5.712
0.0,5.7375
0.0,5.763
0.0,5.7885
0.0,5.814
0.0,5.839499999999999
0.0,5.864999999999999
0.0,5.890499999999999
0.0,5.9159999999999995
0.0,5.9415
0.0,5.967
